,fromPlaceName,toPlaceName,date,duration,interval
209023,Castelvecchio Pascoli,Bagni di Lucca,10-04-2023,106,60-120
209027,Castelvecchio Pascoli,Bagni di Lucca,10-04-2023,67,60-120
209028,Castelvecchio Pascoli,Bagni di Lucca,10-04-2023,64,60-120
209208,Castelvecchio Pascoli,Albiano,10-04-2023,14,0-30
209307,Castelvecchio Pascoli,Filecchio,10-04-2023,73,60-120
209316,Castelvecchio Pascoli,Filecchio,10-04-2023,55,30-60
209317,Castelvecchio Pascoli,Filecchio,10-04-2023,53,30-60
209318,Castelvecchio Pascoli,Filecchio,10-04-2023,37,30-60
209341,Castelvecchio Pascoli,Filecchio,09-07-2023,66,60-120
209378,Castelvecchio Pascoli,Fornaci di Barga,10-01-2023,55,30-60
209403,Castelvecchio Pascoli,Fornaci di Barga,10-04-2023,39,30-60
209437,Castelvecchio Pascoli,Fornaci di Barga,09-07-2023,36,30-60
209474,Castelvecchio Pascoli,Loppia,10-01-2023,74,60-120
209510,Castelvecchio Pascoli,Loppia,10-04-2023,37,30-60
209519,Castelvecchio Pascoli,Loppia,10-04-2023,64,60-120
209533,Castelvecchio Pascoli,Loppia,09-07-2023,55,30-60
209593,Castelvecchio Pascoli,Mologno,10-04-2023,23,0-30
209611,Castelvecchio Pascoli,Mologno,10-04-2023,19,0-30
209666,Castelvecchio Pascoli,Ponte all'Ania,10-01-2023,68,60-120
209691,Castelvecchio Pascoli,Ponte all'Ania,10-04-2023,51,30-60
209701,Castelvecchio Pascoli,Ponte all'Ania,10-04-2023,31,30-60
209711,Castelvecchio Pascoli,Ponte all'Ania,10-04-2023,56,30-60
209725,Castelvecchio Pascoli,Ponte all'Ania,09-07-2023,49,30-60
209784,Castelvecchio Pascoli,Renaio,10-04-2023,90,60-120
209795,Castelvecchio Pascoli,Renaio,10-04-2023,65,60-120
209899,Castelvecchio Pascoli,San Pietro in Campo,10-04-2023,17,0-30
209989,Castelvecchio Pascoli,Sommocolonia,10-04-2023,46,30-60
210090,Castelvecchio Pascoli,Tiglio,10-04-2023,46,30-60
210091,Castelvecchio Pascoli,Tiglio,10-04-2023,44,30-60
210146,Castelvecchio Pascoli,Borgo a Mozzano,10-01-2023,69,60-120
210198,Castelvecchio Pascoli,Borgo a Mozzano,09-07-2023,70,60-120
210205,Castelvecchio Pascoli,Borgo a Mozzano,09-07-2023,51,30-60
210376,Castelvecchio Pascoli,Pescaglia,10-04-2023,189,120+
210462,Castelvecchio Pascoli,Lucca,10-04-2023,97,60-120
210468,Castelvecchio Pascoli,Lucca,10-04-2023,92,60-120
210469,Castelvecchio Pascoli,Lucca,10-04-2023,83,60-120
210492,Castelvecchio Pascoli,Lucca,09-07-2023,107,60-120
210493,Castelvecchio Pascoli,Lucca,09-07-2023,83,60-120
210564,Filecchio,Camporgiano,10-04-2023,74,60-120
210667,Filecchio,Careggine,10-04-2023,112,60-120
210747,Filecchio,Castelnuovo di Garfagnana,10-04-2023,66,60-120
210756,Filecchio,Castelnuovo di Garfagnana,10-04-2023,59,30-60
210759,Filecchio,Castelnuovo di Garfagnana,10-04-2023,54,30-60
210852,Filecchio,Palleroso,10-04-2023,91,60-120
210858,Filecchio,Palleroso,10-04-2023,75,60-120
210859,Filecchio,Palleroso,10-04-2023,78,60-120
211035,Filecchio,Antisciana,10-04-2023,89,60-120
211131,Filecchio,Gragnanella,10-04-2023,98,60-120
211227,Filecchio,Cerretoli,10-04-2023,107,60-120
211243,Filecchio,Cerretoli,10-04-2023,87,60-120
211321,Filecchio,Colle,10-04-2023,121,120+
211337,Filecchio,Colle,10-04-2023,128,120+
211338,Filecchio,Colle,10-04-2023,124,120+
211339,Filecchio,Colle,10-04-2023,95,60-120
211435,Filecchio,Metello,10-04-2023,114,60-120
211512,Filecchio,Rontano,10-04-2023,131,120+
211530,Filecchio,Rontano,10-04-2023,190,120+
211609,Filecchio,Castiglione di Garfagnana,10-04-2023,122,120+
211620,Filecchio,Castiglione di Garfagnana,10-04-2023,132,120+
211626,Filecchio,Castiglione di Garfagnana,10-04-2023,126,120+
211627,Filecchio,Castiglione di Garfagnana,10-04-2023,81,60-120
211724,Filecchio,Fabbriche di Vergemoli,10-04-2023,74,60-120
211796,Filecchio,Fosciandora,10-01-2023,107,60-120
211908,Filecchio,Gallicano,10-04-2023,51,30-60
212003,Filecchio,Minucciano,10-04-2023,141,120+
212004,Filecchio,Minucciano,10-04-2023,133,120+
212188,Filecchio,Piazza al Serchio,10-04-2023,78,60-120
212189,Filecchio,Piazza al Serchio,10-04-2023,79,60-120
212196,Filecchio,Piazza al Serchio,10-04-2023,90,60-120
212213,Filecchio,Piazza al Serchio,09-07-2023,79,60-120
212219,Filecchio,Piazza al Serchio,09-07-2023,81,60-120
212292,Filecchio,Borsigliana,10-04-2023,124,120+
212298,Filecchio,Borsigliana,10-04-2023,142,120+
212299,Filecchio,Borsigliana,10-04-2023,101,60-120
212394,Filecchio,Cogna,10-04-2023,137,120+
212395,Filecchio,Cogna,10-04-2023,110,60-120
212473,Filecchio,Colognola,10-04-2023,99,60-120
212476,Filecchio,Colognola,10-04-2023,101,60-120
212477,Filecchio,Colognola,10-04-2023,102,60-120
212484,Filecchio,Colognola,10-04-2023,113,60-120
212501,Filecchio,Colognola,09-07-2023,102,60-120
212507,Filecchio,Colognola,09-07-2023,104,60-120
212573,Filecchio,Cortia,10-04-2023,113,60-120
212580,Filecchio,Cortia,10-04-2023,123,120+
212597,Filecchio,Cortia,09-07-2023,113,60-120
212603,Filecchio,Cortia,09-07-2023,115,60-120
212665,Filecchio,Gragnana,10-04-2023,103,60-120
212669,Filecchio,Gragnana,10-04-2023,110,60-120
212676,Filecchio,Gragnana,10-04-2023,121,120+
212693,Filecchio,Gragnana,09-07-2023,110,60-120
212699,Filecchio,Gragnana,09-07-2023,112,60-120
212772,Filecchio,Livignano,10-04-2023,119,60-120
212778,Filecchio,Livignano,10-04-2023,136,120+
212779,Filecchio,Livignano,10-04-2023,112,60-120
212861,Filecchio,Nicciano,10-04-2023,106,60-120
212868,Filecchio,Nicciano,10-04-2023,117,60-120
212885,Filecchio,Nicciano,09-07-2023,106,60-120
212891,Filecchio,Nicciano,09-07-2023,108,60-120
212981,Filecchio,Petrognano,09-07-2023,105,60-120
212987,Filecchio,Petrognano,09-07-2023,107,60-120
213049,Filecchio,Petrognola,10-04-2023,122,120+
213066,Filecchio,Petrognola,10-04-2023,124,120+
213067,Filecchio,Petrognola,10-04-2023,95,60-120
213149,Filecchio,San Donnino,10-04-2023,94,60-120
213173,Filecchio,San Donnino,09-07-2023,94,60-120
213179,Filecchio,San Donnino,09-07-2023,96,60-120
213244,Filecchio,San Michele,10-04-2023,91,60-120
213252,Filecchio,San Michele,10-04-2023,103,60-120
213269,Filecchio,San Michele,09-07-2023,92,60-120
213275,Filecchio,San Michele,09-07-2023,94,60-120
213340,Filecchio,Sant'Anastasio,10-04-2023,115,60-120
213348,Filecchio,Sant'Anastasio,10-04-2023,122,120+
213355,Filecchio,Sant'Anastasio,10-04-2023,99,60-120
213365,Filecchio,Sant'Anastasio,09-07-2023,116,60-120
213371,Filecchio,Sant'Anastasio,09-07-2023,118,60-120
213444,Filecchio,Vergnano,10-04-2023,138,120+
213450,Filecchio,Vergnano,10-04-2023,126,120+
213451,Filecchio,Vergnano,10-04-2023,95,60-120
213546,Filecchio,Pieve Fosciana,10-04-2023,174,120+
213547,Filecchio,Pieve Fosciana,10-04-2023,130,120+
213732,Filecchio,Sillano Giuncugnano,10-04-2023,159,120+
213738,Filecchio,Sillano Giuncugnano,10-04-2023,131,120+
213739,Filecchio,Sillano Giuncugnano,10-04-2023,116,60-120
213835,Filecchio,Villa Collemandina,10-04-2023,86,60-120
213924,Filecchio,Bagni di Lucca,10-04-2023,70,60-120
213930,Filecchio,Bagni di Lucca,10-04-2023,64,60-120
213931,Filecchio,Bagni di Lucca,10-04-2023,66,60-120
214012,Filecchio,Barga,10-04-2023,33,30-60
214108,Filecchio,Albiano,10-04-2023,51,30-60
214203,Filecchio,Castelvecchio Pascoli,10-04-2023,47,30-60
214213,Filecchio,Castelvecchio Pascoli,10-04-2023,48,30-60
214214,Filecchio,Castelvecchio Pascoli,10-04-2023,43,30-60
214215,Filecchio,Castelvecchio Pascoli,10-04-2023,42,30-60
214297,Filecchio,Fornaci di Barga,10-04-2023,16,0-30
214315,Filecchio,Fornaci di Barga,10-04-2023,23,0-30
214500,Filecchio,Mologno,10-04-2023,45,30-60
214501,Filecchio,Mologno,10-04-2023,34,30-60
214603,Filecchio,Ponte all'Ania,10-04-2023,19,0-30
214698,Filecchio,Renaio,10-04-2023,88,60-120
214779,Filecchio,San Pietro in Campo,10-04-2023,49,30-60
214795,Filecchio,San Pietro in Campo,10-04-2023,35,30-60
214875,Filecchio,Sommocolonia,10-04-2023,80,60-120
214885,Filecchio,Sommocolonia,10-04-2023,83,60-120
215076,Filecchio,Borgo a Mozzano,10-04-2023,60,60-120
215084,Filecchio,Borgo a Mozzano,10-04-2023,45,30-60
215364,Filecchio,Lucca,10-04-2023,98,60-120
215388,Filecchio,Lucca,09-07-2023,98,60-120
215424,Fornaci di Barga,Camporgiano,10-01-2023,49,30-60
215433,Fornaci di Barga,Camporgiano,10-01-2023,56,30-60
215481,Fornaci di Barga,Camporgiano,09-07-2023,47,30-60
215485,Fornaci di Barga,Camporgiano,09-07-2023,53,30-60
215625,Fornaci di Barga,Castelnuovo di Garfagnana,10-01-2023,45,30-60
215658,Fornaci di Barga,Castelnuovo di Garfagnana,10-04-2023,33,30-60
215659,Fornaci di Barga,Castelnuovo di Garfagnana,10-04-2023,36,30-60
215673,Fornaci di Barga,Castelnuovo di Garfagnana,09-07-2023,43,30-60
215677,Fornaci di Barga,Castelnuovo di Garfagnana,09-07-2023,44,30-60
215755,Fornaci di Barga,Palleroso,10-04-2023,60,60-120
215756,Fornaci di Barga,Palleroso,10-04-2023,72,60-120
215850,Fornaci di Barga,Monterotondo,10-04-2023,46,30-60
215851,Fornaci di Barga,Monterotondo,10-04-2023,50,30-60
215852,Fornaci di Barga,Monterotondo,10-04-2023,59,30-60
215930,Fornaci di Barga,Antisciana,10-04-2023,64,60-120
215948,Fornaci di Barga,Antisciana,10-04-2023,48,30-60
216026,Fornaci di Barga,Gragnanella,10-04-2023,75,60-120
216044,Fornaci di Barga,Gragnanella,10-04-2023,53,30-60
216124,Fornaci di Barga,Cerretoli,10-04-2023,89,60-120
216138,Fornaci di Barga,Cerretoli,10-04-2023,73,60-120
216236,Fornaci di Barga,Colle,10-04-2023,65,60-120
216427,Fornaci di Barga,Rontano,10-04-2023,108,60-120
216505,Fornaci di Barga,Castiglione di Garfagnana,10-04-2023,96,60-120
216602,Fornaci di Barga,Fabbriche di Vergemoli,10-04-2023,57,30-60
216620,Fornaci di Barga,Fabbriche di Vergemoli,10-04-2023,51,30-60
216698,Fornaci di Barga,Fosciandora,10-04-2023,51,30-60
216716,Fornaci di Barga,Fosciandora,10-04-2023,44,30-60
216805,Fornaci di Barga,Gallicano,10-04-2023,16,0-30
216899,Fornaci di Barga,Minucciano,10-04-2023,117,60-120
216987,Fornaci di Barga,Molazzana,10-04-2023,50,30-60
216988,Fornaci di Barga,Molazzana,10-04-2023,58,30-60
217002,Fornaci di Barga,Molazzana,10-04-2023,68,60-120
217003,Fornaci di Barga,Molazzana,10-04-2023,71,60-120
217004,Fornaci di Barga,Molazzana,10-04-2023,51,30-60
217005,Fornaci di Barga,Molazzana,10-04-2023,37,30-60
217056,Fornaci di Barga,Piazza al Serchio,10-01-2023,52,30-60
217065,Fornaci di Barga,Piazza al Serchio,10-01-2023,72,60-120
217085,Fornaci di Barga,Piazza al Serchio,10-04-2023,50,30-60
217089,Fornaci di Barga,Piazza al Serchio,10-04-2023,54,30-60
217091,Fornaci di Barga,Piazza al Serchio,10-04-2023,52,30-60
217109,Fornaci di Barga,Piazza al Serchio,09-07-2023,50,30-60
217113,Fornaci di Barga,Piazza al Serchio,09-07-2023,54,30-60
217115,Fornaci di Barga,Piazza al Serchio,09-07-2023,52,30-60
217189,Fornaci di Barga,Borsigliana,10-04-2023,82,60-120
217195,Fornaci di Barga,Borsigliana,10-04-2023,112,60-120
217344,Fornaci di Barga,Colognola,10-01-2023,74,60-120
217353,Fornaci di Barga,Colognola,10-01-2023,95,60-120
217373,Fornaci di Barga,Colognola,10-04-2023,72,60-120
217377,Fornaci di Barga,Colognola,10-04-2023,76,60-120
217379,Fornaci di Barga,Colognola,10-04-2023,74,60-120
217397,Fornaci di Barga,Colognola,09-07-2023,72,60-120
217401,Fornaci di Barga,Colognola,09-07-2023,76,60-120
217403,Fornaci di Barga,Colognola,09-07-2023,74,60-120
217440,Fornaci di Barga,Cortia,10-01-2023,86,60-120
217449,Fornaci di Barga,Cortia,10-01-2023,106,60-120
217469,Fornaci di Barga,Cortia,10-04-2023,84,60-120
217493,Fornaci di Barga,Cortia,09-07-2023,84,60-120
217497,Fornaci di Barga,Cortia,09-07-2023,88,60-120
217499,Fornaci di Barga,Cortia,09-07-2023,86,60-120
217536,Fornaci di Barga,Gragnana,10-01-2023,83,60-120
217545,Fornaci di Barga,Gragnana,10-01-2023,103,60-120
217565,Fornaci di Barga,Gragnana,10-04-2023,81,60-120
217569,Fornaci di Barga,Gragnana,10-04-2023,85,60-120
217589,Fornaci di Barga,Gragnana,09-07-2023,81,60-120
217593,Fornaci di Barga,Gragnana,09-07-2023,85,60-120
217595,Fornaci di Barga,Gragnana,09-07-2023,83,60-120
217675,Fornaci di Barga,Livignano,10-04-2023,107,60-120
217728,Fornaci di Barga,Nicciano,10-01-2023,79,60-120
217737,Fornaci di Barga,Nicciano,10-01-2023,99,60-120
217757,Fornaci di Barga,Nicciano,10-04-2023,77,60-120
217781,Fornaci di Barga,Nicciano,09-07-2023,77,60-120
217785,Fornaci di Barga,Nicciano,09-07-2023,81,60-120
217787,Fornaci di Barga,Nicciano,09-07-2023,79,60-120
217877,Fornaci di Barga,Petrognano,09-07-2023,75,60-120
217881,Fornaci di Barga,Petrognano,09-07-2023,79,60-120
217883,Fornaci di Barga,Petrognano,09-07-2023,77,60-120
218016,Fornaci di Barga,San Donnino,10-01-2023,67,60-120
218025,Fornaci di Barga,San Donnino,10-01-2023,77,60-120
218069,Fornaci di Barga,San Donnino,09-07-2023,65,60-120
218073,Fornaci di Barga,San Donnino,09-07-2023,69,60-120
218075,Fornaci di Barga,San Donnino,09-07-2023,67,60-120
218112,Fornaci di Barga,San Michele,10-01-2023,65,60-120
218121,Fornaci di Barga,San Michele,10-01-2023,85,60-120
218141,Fornaci di Barga,San Michele,10-04-2023,63,60-120
218147,Fornaci di Barga,San Michele,10-04-2023,65,60-120
218165,Fornaci di Barga,San Michele,09-07-2023,63,60-120
218169,Fornaci di Barga,San Michele,09-07-2023,67,60-120
218171,Fornaci di Barga,San Michele,09-07-2023,65,60-120
218208,Fornaci di Barga,Sant'Anastasio,10-01-2023,89,60-120
218217,Fornaci di Barga,Sant'Anastasio,10-01-2023,103,60-120
218261,Fornaci di Barga,Sant'Anastasio,09-07-2023,87,60-120
218265,Fornaci di Barga,Sant'Anastasio,09-07-2023,91,60-120
218267,Fornaci di Barga,Sant'Anastasio,09-07-2023,89,60-120
218496,Fornaci di Barga,San Romano in Garfagnana,10-01-2023,79,60-120
218505,Fornaci di Barga,San Romano in Garfagnana,10-01-2023,94,60-120
218538,Fornaci di Barga,San Romano in Garfagnana,10-04-2023,57,30-60
218539,Fornaci di Barga,San Romano in Garfagnana,10-04-2023,60,60-120
218540,Fornaci di Barga,San Romano in Garfagnana,10-04-2023,54,30-60
218553,Fornaci di Barga,San Romano in Garfagnana,09-07-2023,77,60-120
218557,Fornaci di Barga,San Romano in Garfagnana,09-07-2023,83,60-120
218629,Fornaci di Barga,Sillano Giuncugnano,10-04-2023,100,60-120
218635,Fornaci di Barga,Sillano Giuncugnano,10-04-2023,101,60-120
218730,Fornaci di Barga,Villa Collemandina,10-04-2023,117,60-120
218731,Fornaci di Barga,Villa Collemandina,10-04-2023,89,60-120
218816,Fornaci di Barga,Bagni di Lucca,10-04-2023,96,60-120
218826,Fornaci di Barga,Bagni di Lucca,10-04-2023,33,30-60
218827,Fornaci di Barga,Bagni di Lucca,10-04-2023,37,30-60
218917,Fornaci di Barga,Barga,10-04-2023,33,30-60
218994,Fornaci di Barga,Albiano,10-01-2023,77,60-120
219022,Fornaci di Barga,Albiano,10-04-2023,39,30-60
219042,Fornaci di Barga,Albiano,09-07-2023,78,60-120
219090,Fornaci di Barga,Castelvecchio Pascoli,10-01-2023,50,30-60
219138,Fornaci di Barga,Castelvecchio Pascoli,09-07-2023,51,30-60
219195,Fornaci di Barga,Filecchio,10-04-2023,22,0-30
219196,Fornaci di Barga,Filecchio,10-04-2023,28,0-30
219205,Fornaci di Barga,Filecchio,10-04-2023,10,0-30
219211,Fornaci di Barga,Filecchio,10-04-2023,13,0-30
219292,Fornaci di Barga,Loppia,10-04-2023,17,0-30
219301,Fornaci di Barga,Loppia,10-04-2023,18,0-30
219369,Fornaci di Barga,Mologno,10-01-2023,42,30-60
219594,Fornaci di Barga,Renaio,10-04-2023,80,60-120
219657,Fornaci di Barga,San Pietro in Campo,10-01-2023,53,30-60
219692,Fornaci di Barga,San Pietro in Campo,10-04-2023,24,0-30
219781,Fornaci di Barga,Sommocolonia,10-04-2023,73,60-120
219790,Fornaci di Barga,Sommocolonia,10-04-2023,62,60-120
219877,Fornaci di Barga,Tiglio,10-04-2023,55,30-60
219957,Fornaci di Barga,Borgo a Mozzano,10-01-2023,33,30-60
219968,Fornaci di Barga,Borgo a Mozzano,10-04-2023,41,30-60
219972,Fornaci di Barga,Borgo a Mozzano,10-04-2023,31,30-60
220260,Fornaci di Barga,Lucca,10-04-2023,69,60-120
220332,Loppia,Camporgiano,10-01-2023,74,60-120
220381,Loppia,Camporgiano,09-07-2023,71,60-120
220382,Loppia,Camporgiano,09-07-2023,67,60-120
220551,Loppia,Castelnuovo di Garfagnana,10-04-2023,43,30-60
220573,Loppia,Castelnuovo di Garfagnana,09-07-2023,63,60-120
220646,Loppia,Palleroso,10-04-2023,73,60-120
220750,Loppia,Monterotondo,10-04-2023,58,30-60
220921,Loppia,Gragnanella,10-04-2023,74,60-120
221113,Loppia,Colle,10-04-2023,96,60-120
221114,Loppia,Colle,10-04-2023,114,60-120
221115,Loppia,Colle,10-04-2023,108,60-120
221129,Loppia,Colle,10-04-2023,118,60-120
221304,Loppia,Rontano,10-04-2023,125,120+
221401,Loppia,Castiglione di Garfagnana,10-04-2023,115,60-120
221417,Loppia,Castiglione di Garfagnana,10-04-2023,117,60-120
221515,Loppia,Fabbriche di Vergemoli,10-04-2023,87,60-120
221516,Loppia,Fabbriche di Vergemoli,10-04-2023,69,60-120
221600,Loppia,Fosciandora,10-04-2023,67,60-120
221614,Loppia,Fosciandora,10-04-2023,63,60-120
221624,Loppia,Fosciandora,09-07-2023,140,120+
221691,Loppia,Gallicano,10-04-2023,39,30-60
221700,Loppia,Gallicano,10-04-2023,40,30-60
221725,Loppia,Gallicano,09-07-2023,53,30-60
221795,Loppia,Minucciano,10-04-2023,135,120+
221796,Loppia,Minucciano,10-04-2023,122,120+
221883,Loppia,Molazzana,10-04-2023,77,60-120
221899,Loppia,Molazzana,10-04-2023,72,60-120
221964,Loppia,Piazza al Serchio,10-01-2023,90,60-120
221981,Loppia,Piazza al Serchio,10-04-2023,69,60-120
221987,Loppia,Piazza al Serchio,10-04-2023,71,60-120
221988,Loppia,Piazza al Serchio,10-04-2023,80,60-120
221991,Loppia,Piazza al Serchio,10-04-2023,67,60-120
222005,Loppia,Piazza al Serchio,09-07-2023,69,60-120
222011,Loppia,Piazza al Serchio,09-07-2023,71,60-120
222091,Loppia,Borsigliana,10-04-2023,131,120+
222252,Loppia,Colognola,10-01-2023,112,60-120
222269,Loppia,Colognola,10-04-2023,91,60-120
222276,Loppia,Colognola,10-04-2023,102,60-120
222293,Loppia,Colognola,09-07-2023,91,60-120
222299,Loppia,Colognola,09-07-2023,93,60-120
222348,Loppia,Cortia,10-01-2023,123,120+
222365,Loppia,Cortia,10-04-2023,102,60-120
222372,Loppia,Cortia,10-04-2023,112,60-120
222389,Loppia,Cortia,09-07-2023,102,60-120
222395,Loppia,Cortia,09-07-2023,104,60-120
222444,Loppia,Gragnana,10-01-2023,120,120+
222461,Loppia,Gragnana,10-04-2023,99,60-120
222468,Loppia,Gragnana,10-04-2023,110,60-120
222485,Loppia,Gragnana,09-07-2023,99,60-120
222491,Loppia,Gragnana,09-07-2023,101,60-120
222571,Loppia,Livignano,10-04-2023,126,120+
222636,Loppia,Nicciano,10-01-2023,117,60-120
222653,Loppia,Nicciano,10-04-2023,95,60-120
222659,Loppia,Nicciano,10-04-2023,97,60-120
222660,Loppia,Nicciano,10-04-2023,106,60-120
222663,Loppia,Nicciano,10-04-2023,93,60-120
222677,Loppia,Nicciano,09-07-2023,95,60-120
222683,Loppia,Nicciano,09-07-2023,97,60-120
222773,Loppia,Petrognano,09-07-2023,94,60-120
222779,Loppia,Petrognano,09-07-2023,96,60-120
222924,Loppia,San Donnino,10-01-2023,95,60-120
222941,Loppia,San Donnino,10-04-2023,84,60-120
222965,Loppia,San Donnino,09-07-2023,84,60-120
222971,Loppia,San Donnino,09-07-2023,86,60-120
223020,Loppia,San Michele,10-01-2023,102,60-120
223037,Loppia,San Michele,10-04-2023,81,60-120
223043,Loppia,San Michele,10-04-2023,83,60-120
223044,Loppia,San Michele,10-04-2023,92,60-120
223047,Loppia,San Michele,10-04-2023,79,60-120
223061,Loppia,San Michele,09-07-2023,81,60-120
223067,Loppia,San Michele,09-07-2023,83,60-120
223116,Loppia,Sant'Anastasio,10-01-2023,121,120+
223133,Loppia,Sant'Anastasio,10-04-2023,105,60-120
223143,Loppia,Sant'Anastasio,10-04-2023,103,60-120
223157,Loppia,Sant'Anastasio,09-07-2023,105,60-120
223163,Loppia,Sant'Anastasio,09-07-2023,107,60-120
223243,Loppia,Vergnano,10-04-2023,115,60-120
223404,Loppia,San Romano in Garfagnana,10-01-2023,111,60-120
223453,Loppia,San Romano in Garfagnana,09-07-2023,102,60-120
223454,Loppia,San Romano in Garfagnana,09-07-2023,98,60-120
223524,Loppia,Sillano Giuncugnano,10-04-2023,134,120+
223525,Loppia,Sillano Giuncugnano,10-04-2023,119,60-120
223531,Loppia,Sillano Giuncugnano,10-04-2023,120,120+
223627,Loppia,Villa Collemandina,10-04-2023,92,60-120
223716,Loppia,Bagni di Lucca,10-04-2023,59,30-60
223722,Loppia,Bagni di Lucca,10-04-2023,51,30-60
223723,Loppia,Bagni di Lucca,10-04-2023,55,30-60
223804,Loppia,Barga,10-04-2023,22,0-30
223822,Loppia,Barga,10-04-2023,21,0-30
223900,Loppia,Albiano,10-04-2023,40,30-60
223908,Loppia,Albiano,10-04-2023,61,60-120
223909,Loppia,Albiano,10-04-2023,58,30-60
223918,Loppia,Albiano,10-04-2023,34,30-60
224006,Loppia,Castelvecchio Pascoli,10-04-2023,39,30-60
224007,Loppia,Castelvecchio Pascoli,10-04-2023,31,30-60
224014,Loppia,Castelvecchio Pascoli,10-04-2023,25,0-30
224034,Loppia,Castelvecchio Pascoli,09-07-2023,70,60-120
224035,Loppia,Castelvecchio Pascoli,09-07-2023,74,60-120
224198,Loppia,Fornaci di Barga,10-04-2023,19,0-30
224294,Loppia,Mologno,10-04-2023,27,0-30
224295,Loppia,Mologno,10-04-2023,17,0-30
224317,Loppia,Mologno,09-07-2023,36,30-60
224379,Loppia,Ponte all'Ania,10-04-2023,18,0-30
224389,Loppia,Ponte all'Ania,10-04-2023,17,0-30
224556,Loppia,San Pietro in Campo,10-01-2023,71,60-120
224571,Loppia,San Pietro in Campo,10-04-2023,38,30-60
224582,Loppia,San Pietro in Campo,10-04-2023,30,30-60
224605,Loppia,San Pietro in Campo,09-07-2023,55,30-60
224686,Loppia,Sommocolonia,10-04-2023,50,30-60
224773,Loppia,Tiglio,10-04-2023,50,30-60
224779,Loppia,Tiglio,10-04-2023,48,30-60
224868,Loppia,Borgo a Mozzano,10-04-2023,50,30-60
224870,Loppia,Borgo a Mozzano,10-04-2023,43,30-60
224877,Loppia,Borgo a Mozzano,10-04-2023,46,30-60
224879,Loppia,Borgo a Mozzano,10-04-2023,58,30-60
225064,Loppia,Pescaglia,10-04-2023,185,120+
225156,Loppia,Lucca,10-04-2023,88,60-120
225158,Loppia,Lucca,10-04-2023,76,60-120
225225,Mologno,Camporgiano,10-01-2023,58,30-60
225273,Mologno,Camporgiano,09-07-2023,37,30-60
225277,Mologno,Camporgiano,09-07-2023,43,30-60
225417,Mologno,Castelnuovo di Garfagnana,10-01-2023,47,30-60
225444,Mologno,Castelnuovo di Garfagnana,10-04-2023,42,30-60
225450,Mologno,Castelnuovo di Garfagnana,10-04-2023,27,0-30
225465,Mologno,Castelnuovo di Garfagnana,09-07-2023,33,30-60
225469,Mologno,Castelnuovo di Garfagnana,09-07-2023,34,30-60
225540,Mologno,Palleroso,10-04-2023,75,60-120
225547,Mologno,Palleroso,10-04-2023,57,30-60
225549,Mologno,Palleroso,10-04-2023,52,30-60
225636,Mologno,Monterotondo,10-04-2023,49,30-60
225644,Mologno,Monterotondo,10-04-2023,45,30-60
225722,Mologno,Antisciana,10-04-2023,55,30-60
225738,Mologno,Antisciana,10-04-2023,52,30-60
225739,Mologno,Antisciana,10-04-2023,54,30-60
225818,Mologno,Gragnanella,10-04-2023,66,60-120
225834,Mologno,Gragnanella,10-04-2023,67,60-120
225835,Mologno,Gragnanella,10-04-2023,63,60-120
225916,Mologno,Cerretoli,10-04-2023,79,60-120
225930,Mologno,Cerretoli,10-04-2023,68,60-120
225931,Mologno,Cerretoli,10-04-2023,70,60-120
226010,Mologno,Colle,10-04-2023,85,60-120
226026,Mologno,Colle,10-04-2023,110,60-120
226027,Mologno,Colle,10-04-2023,84,60-120
226219,Mologno,Rontano,10-04-2023,102,60-120
226314,Mologno,Castiglione di Garfagnana,10-04-2023,125,120+
226393,Mologno,Fabbriche di Vergemoli,10-04-2023,51,30-60
226394,Mologno,Fabbriche di Vergemoli,10-04-2023,63,60-120
226490,Mologno,Fosciandora,10-04-2023,45,30-60
226500,Mologno,Fosciandora,10-04-2023,60,60-120
226698,Mologno,Minucciano,10-04-2023,166,120+
226795,Mologno,Molazzana,10-04-2023,52,30-60
226857,Mologno,Piazza al Serchio,10-01-2023,74,60-120
226881,Mologno,Piazza al Serchio,10-04-2023,44,30-60
226905,Mologno,Piazza al Serchio,09-07-2023,44,30-60
226981,Mologno,Borsigliana,10-04-2023,78,60-120
226987,Mologno,Borsigliana,10-04-2023,102,60-120
227082,Mologno,Cogna,10-04-2023,99,60-120
227083,Mologno,Cogna,10-04-2023,97,60-120
227145,Mologno,Colognola,10-01-2023,96,60-120
227169,Mologno,Colognola,10-04-2023,66,60-120
227193,Mologno,Colognola,09-07-2023,66,60-120
227241,Mologno,Cortia,10-01-2023,107,60-120
227289,Mologno,Cortia,09-07-2023,77,60-120
227337,Mologno,Gragnana,10-01-2023,104,60-120
227361,Mologno,Gragnana,10-04-2023,74,60-120
227385,Mologno,Gragnana,09-07-2023,74,60-120
227461,Mologno,Livignano,10-04-2023,73,60-120
227467,Mologno,Livignano,10-04-2023,97,60-120
227529,Mologno,Nicciano,10-01-2023,101,60-120
227577,Mologno,Nicciano,09-07-2023,71,60-120
227660,Mologno,Petrognano,10-04-2023,50,30-60
227673,Mologno,Petrognano,09-07-2023,69,60-120
227754,Mologno,Petrognola,10-04-2023,99,60-120
227755,Mologno,Petrognola,10-04-2023,86,60-120
227817,Mologno,San Donnino,10-01-2023,79,60-120
227865,Mologno,San Donnino,09-07-2023,59,30-60
